,id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,reply_to_message_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,inviter,members,file,file_name,file_size,thumbnail,thumbnail_file_size,mime_type,location_information,forwarded_from,media_type,sticker_emoji,duration_seconds,poll,via_bot,place_name,address,message_id
3066,3124,message,2024-07-02T19:39:42,1719941982,,,,,Там на сайте уника указаны ссылки,"[{'type': 'plain', 'text': 'Там на сайте уника указаны ссылки'}]",Aza Natürlich,user1197228025,3121.0,,,,,,,,,,,,,,,,,,,,,,,,,
3067,3125,message,2024-07-02T19:39:49,1719941989,,,,,,[],Никита,user390136193,,,,320.0,182.0,,,,,,(File not included. Change data exporting settings to download.),house-md-house.mp4,16215.0,(File not included. Change data exporting settings to download.),6458.0,video/mp4,,,animation,,2.0,,,,,
3068,3126,message,2024-07-02T19:40:17,1719942017,,,,,"[{'type': 'link', 'text': 'https://www.th-deg.de/accommodation'}]","[{'type': 'link', 'text': 'https://www.th-deg.de/accommodation'}]",Милый Друг,user687550967,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,3127,message,2024-07-02T19:40:24,1719942024,,,,,Тут список общаг,"[{'type': 'plain', 'text': 'Тут список общаг'}]",Милый Друг,user687550967,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,3128,message,2024-07-02T19:40:38,1719942038,,,,,,[],Aza Natürlich,user1197228025,,,,854.0,480.0,,,,,,(File not included. Change data exporting settings to download.),,1304885.0,(File not included. Change data exporting settings to download.),10998.0,video/mp4,,,animation,,12.0,,,,,
3071,3129,message,2024-07-02T19:40:53,1719942053,,,,,,[],Misha,user259287359,,,,316.0,206.0,,,,,,(File not included. Change data exporting settings to download.),Mirnogo_reshenia_ne_budet_gif_bumery.gif.mp4,59229.0,(File not included. Change data exporting settings to download.),14181.0,video/mp4,,,animation,,4.0,,,,,
3072,3130,message,2024-07-02T19:41:05,1719942065,,,,,Есть ещё wg gesucht,"[{'type': 'plain', 'text': 'Есть ещё wg gesucht'}]",Милый Друг,user687550967,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,3131,message,2024-07-02T19:41:13,1719942073,,,,,,[],Милый Друг,user687550967,,(File not included. Change data exporting settings to download.),97337.0,576.0,1280.0,,,,,,,,,,,,,,,,,,,,,
3074,3132,message,2024-07-02T19:42:16,1719942136,,,,,"Тут собственно wg(комнаты), общаги на субаренду или с передачей контракта(иногда выходит дешевле чем заключать новый) или иногда попадаются недорогие квартирки","[{'type': 'plain', 'text': 'Тут собственно wg(комнаты), общаги на субаренду или с передачей контракта(иногда выходит дешевле чем заключать новый) или иногда попадаются недорогие квартирки'}]",Милый Друг,user687550967,,,,,,2024-07-02T19:42:39,1719942159,"[{'type': 'emoji', 'count': 1, 'emoji': '🤝', 'recent': [{'from': 'A. G.', 'from_id': 'user587938029', 'date': '2024-07-02T19:42:39'}]}]",,,,,,,,,,,,,,,,,,
3075,3133,message,2024-07-02T19:42:35,1719942155,,,,,"dsl 100 мбит, куда больше","[{'type': 'plain', 'text': 'dsl 100 мбит, куда больше'}]",МЖ,user3160908,3114.0,,,,,,,,,,,,,,,,,,,,,,,,,
3076,3134,message,2024-07-02T19:42:39,1719942159,,,,,Больше предложений именно по квартирам на eBay Kleinanzeigen,"[{'type': 'plain', 'text': 'Больше предложений именно по квартирам на eBay Kleinanzeigen'}]",Милый Друг,user687550967,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,3135,message,2024-07-02T19:43:03,1719942183,,,,,500 самое то,"[{'type': 'plain', 'text': '500 самое то'}]",Aza Natürlich,user1197228025,3133.0,,,,,,,,,,,,,,,,,,,,,,,,,
3078,3136,message,2024-07-02T20:11:23,1719943883,,,,,Сашка и Никитос спешат на помощь хахахахахах,"[{'type': 'plain', 'text': 'Сашка и Никитос спешат на помощь хахахахахах'}]",Никита,user938135661,3115.0,,,,,,,,,,,,,,,,,,,,,,,,,
3079,3137,message,2024-07-02T20:11:44,1719943904,,,,,,[],Саничка,user224067848,,,,216.0,94.0,,,,,,(File not included. Change data exporting settings to download.),animation.gif.mp4,5825.0,(File not included. Change data exporting settings to download.),5237.0,video/mp4,,,animation,,,,,,,
3080,3138,message,2024-07-02T20:11:47,1719943907,,,,,,[],Никита,user390136193,,,,308.0,110.0,,,,,,(File not included. Change data exporting settings to download.),animation.gif.mp4,6536.0,(File not included. Change data exporting settings to download.),5950.0,video/mp4,,,animation,,4.0,,,,,
3081,3139,message,2024-07-02T20:12:37,1719943957,,,,,,[],Никита,user938135661,,,,320.0,180.0,,,,,,(File not included. Change data exporting settings to download.),lazer-dim-700.mp4,27729.0,(File not included. Change data exporting settings to download.),8037.0,video/mp4,,,animation,,1.0,,,,,
3082,3140,message,2024-07-02T20:17:46,1719944266,,,,,,[],олексеф,user545452527,,,,512.0,512.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webp,23542.0,(File not included. Change data exporting settings to download.),12540.0,image/webp,,,sticker,👺,,,,,,
3083,3141,message,2024-07-08T18:52:11,1720457531,,,,,можете порекомендовать нормального зубного? было бы неплохо англо или руско говорящего,"[{'type': 'plain', 'text': 'можете порекомендовать нормального зубного? было бы неплохо англо или руско говорящего'}]",Саша Крикунова,user642387296,,,,,,2024-07-08T18:54:49,1720457689,,,,,,,,,,,,,,,,,,,
3084,3142,message,2024-07-08T19:13:03,1720458783,,,,,"Praxis am Campus, в ITC2 расположен","[{'type': 'plain', 'text': 'Praxis am Campus, в ITC2 расположен'}]",Sergei B.,user343314168,3141.0,,,,,2024-07-08T19:21:22,1720459282,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Vlad Chornyi', 'from_id': 'user441013218', 'date': '2024-07-08T19:21:22'}]}]",,,,,,,,,,,,,,,,,,
3085,3143,message,2024-07-08T19:13:13,1720458793,,,,,"мне там зубы мудрости удаляли, нареканий нет","[{'type': 'plain', 'text': 'мне там зубы мудрости удаляли, нареканий нет'}]",Sergei B.,user343314168,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,3144,message,2024-07-08T19:14:14,1720458854,,,,,"Все врачи, которые занимаются какими-то процедурами, говорят на английском, ассистенты не все говорят, но ряд из них на русском говорит","[{'type': 'plain', 'text': 'Все врачи, которые занимаются какими-то процедурами, говорят на английском, ассистенты не все говорят, но ряд из них на русском говорит'}]",Sergei B.,user343314168,,,,,,2024-07-08T20:04:37,1720461877,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Саша Крикунова', 'from_id': 'user642387296', 'date': '2024-07-08T20:04:38'}]}]",,,,,,,,,,,,,,,,,,
3087,3145,message,2024-07-08T20:04:51,1720461891,,,,,"понял, принял, обработал, спасибо","[{'type': 'plain', 'text': 'понял, принял, обработал, спасибо'}]",Саша Крикунова,user642387296,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,3146,message,2024-07-10T14:08:24,1720613304,,,,,"['Hey, ab August wird mein Zimmer und ich suche jemanden zur Nachmiete.\nDas Zimmer ist sehr groß, hat Zugang zu Garten und Terrasse und super tolle Vermieter!\nLiebe Grüße, Feline 🤗\n\n', {'type': 'link', 'text': 'https://www.kleinanzeigen.de/s-anzeige/wg-zimmer-250-kalt-150-heizung-strom-wasser-internet-pauschal-/2768515944-199-16909?utm_source=whatsapp&utm_campaign=socialbuttons&utm_medium=social&utm_content=app_ios'}, '']","[{'type': 'plain', 'text': 'Hey, ab August wird mein Zimmer und ich suche jemanden zur Nachmiete.\nDas Zimmer ist sehr groß, hat Zugang zu Garten und Terrasse und super tolle Vermieter!\nLiebe Grüße, Feline 🤗\n\n'}, {'type': 'link', 'text': 'https://www.kleinanzeigen.de/s-anzeige/wg-zimmer-250-kalt-150-heizung-strom-wasser-internet-pauschal-/2768515944-199-16909?utm_source=whatsapp&utm_campaign=socialbuttons&utm_medium=social&utm_content=app_ios'}, {'type': 'plain', 'text': ''}]",alina,user481369631,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,3147,message,2024-07-10T14:08:26,1720613306,,,,,"Привет! Моя знакомая ищет сожителя на длительный срок. Если вам интересно или знаете кого-то, кто ищет жилье, можете обратиться по ссылке для подробностей)","[{'type': 'plain', 'text': 'Привет! Моя знакомая ищет сожителя на длительный срок. Если вам интересно или знаете кого-то, кто ищет жилье, можете обратиться по ссылке для подробностей)'}]",alina,user481369631,,,,,,2024-07-10T22:04:24,1720641864,,,,,,,,,,,,,,,,,,,
3090,3148,message,2024-07-10T19:37:21,1720633041,,,,,"Ребят, есть у кого опыт общения к юристу и контакт?","[{'type': 'plain', 'text': 'Ребят, есть у кого опыт общения к юристу и контакт?'}]",Милый Друг,user687550967,,,,,,2024-07-10T19:37:32,1720633052,,,,,,,,,,,,,,,,,,,
3091,3149,message,2024-07-10T21:57:04,1720641424,,,,,На сколько знаю в центре стояла бутка от Stark они оформляют страховку какую-то куда входила Юр поддержка,"[{'type': 'plain', 'text': 'На сколько знаю в центре стояла бутка от Stark они оформляют страховку какую-то куда входила Юр поддержка'}]",,user6887420525,3148.0,,,,,2024-09-26T13:37:10,1727350630,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Милый Друг', 'from_id': 'user687550967', 'date': '2024-09-26T13:37:10'}]}]",,,,,,,,,,,,,,,,,,
3092,3150,message,2024-07-10T21:57:17,1720641437,,,,,Чето в районе 15 евро в месяц,"[{'type': 'plain', 'text': 'Чето в районе 15 евро в месяц'}]",,user6887420525,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,3152,message,2024-07-11T13:44:31,1720698271,,,,,Здрастуйте мы приехали с украины кто может помочь где-то остановится переночевать,"[{'type': 'plain', 'text': 'Здрастуйте мы приехали с украины кто может помочь где-то остановится переночевать'}]",♥️,user1302424804,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,3153,message,2024-07-11T18:23:46,1720715026,,,,,Кто хочет револют себе ? Напишите мне,"[{'type': 'plain', 'text': 'Кто хочет револют себе ? Напишите мне'}]",,user6887420525,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,3157,message,2024-07-15T17:17:18,1721056638,,,,,"Всем привет! Есть у кого знакомый переводчик, уполномоченный переводить для нотариуса для сделки, в Passau, Deggendorf или поблизости к этим городам","[{'type': 'plain', 'text': 'Всем привет! Есть у кого знакомый переводчик, уполномоченный переводить для нотариуса для сделки, в Passau, Deggendorf или поблизости к этим городам'}]",Олеся Бражник,user435972722,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,3158,message,2024-07-15T17:24:59,1721057099,,,,,"[{'type': 'link', 'text': 'https://www.justiz-dolmetscher.de/Recherche/de/Suchen'}]","[{'type': 'link', 'text': 'https://www.justiz-dolmetscher.de/Recherche/de/Suchen'}]",МЖ,user3160908,3157.0,,,,,,,,,,,,,,,,,,,,,,,,,
3099,3159,message,2024-07-15T17:35:35,1721057735,,,,,Спасибо!,"[{'type': 'plain', 'text': 'Спасибо!'}]",Олеся Бражник,user435972722,3158.0,,,,,,,,,,,,,,,,,,,,,,,,,
3101,3161,message,2024-07-21T22:05:11,1721592311,,,,,"Добрый вечер.
Подскажите, кто знает как стать на очередь на получение соцжилья??","[{'type': 'plain', 'text': 'Добрый вечер.\nПодскажите, кто знает как стать на очередь на получение соцжилья??'}]",Натали,user924454508,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,3162,message,2024-07-22T08:00:32,1721628032,,,,,"Нужно заполнять бумаги с заявлениями, лучше это делать через соц работника","[{'type': 'plain', 'text': 'Нужно заполнять бумаги с заявлениями, лучше это делать через соц работника'}]",Саша Крикунова,user642387296,3161.0,,,,,,,,,,,,,,,,,,,,,,,,,
3103,3163,message,2024-07-22T15:30:28,1721655028,,,,,"Господа, а кто менял внутренний паспорт в 20 лет, сориентируйте пж по срокам всей процедуры - если подать через госуслуги заранее, мне нужно будет просто прийти в мфц и забрать паспорт? Или это как апоинтмент только на подачу, после которой придется ждать изготовления еще неделю?
P.s. не по месту жительства/регистрации, если важно","[{'type': 'plain', 'text': 'Господа, а кто менял внутренний паспорт в 20 лет, сориентируйте пж по срокам всей процедуры - если подать через госуслуги заранее, мне нужно будет просто прийти в мфц и забрать паспорт? Или это как апоинтмент только на подачу, после которой придется ждать изготовления еще неделю?\nP.s. не по месту жительства/регистрации, если важно'}]",Misha Avrutskiy,user787983282,,,,,,2024-07-22T15:31:06,1721655066,,,,,,,,,,,,,,,,,,,
3104,3164,message,2024-07-22T15:33:57,1721655237,,,,,"Я сейчас подобным занимаюсь, и мне достаточно было просто заполнить заявление в госуслугах. Но выдача пасспорта происходит по месту регистрации - как по-другому я нигде не видела","[{'type': 'plain', 'text': 'Я сейчас подобным занимаюсь, и мне достаточно было просто заполнить заявление в госуслугах. Но выдача пасспорта происходит по месту регистрации - как по-другому я нигде не видела'}]",MashUtka,user674536808,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,3165,message,2024-07-22T15:34:50,1721655290,,,,,"хмм, вроде бы я вычитал что сделать это все можно в абсолютно любом мфц..","[{'type': 'plain', 'text': 'хмм, вроде бы я вычитал что сделать это все можно в абсолютно любом мфц..'}]",Misha Avrutskiy,user787983282,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,3166,message,2024-07-22T15:36:48,1721655408,,,,,"Может быть и можно, я не интересовалась, поэтому точно сказать не могу","[{'type': 'plain', 'text': 'Может быть и можно, я не интересовалась, поэтому точно сказать не могу'}]",MashUtka,user674536808,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,3167,message,2024-07-22T15:36:59,1721655419,,,,,Можешь в госуслугах просто чекнуть,"[{'type': 'plain', 'text': 'Можешь в госуслугах просто чекнуть'}]",MashUtka,user674536808,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,3168,message,2024-07-22T15:37:41,1721655461,,,,,"['Ребят залетайте в группу по баварии ', {'type': 'mention', 'text': '@sellersbayern'}, '']","[{'type': 'plain', 'text': 'Ребят залетайте в группу по баварии '}, {'type': 'mention', 'text': '@sellersbayern'}, {'type': 'plain', 'text': ''}]",,user6887420525,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,3169,message,2024-07-22T17:21:42,1721661702,,,,,"Я когда менял, подал заранее (по месту прописки), пришел туда, мне дали заполнить какую-то бумажку и отправили погулять пару часов, пока они что-то там доделывали, потом забрал, то есть грубо говоря я пришел и забрал","[{'type': 'plain', 'text': 'Я когда менял, подал заранее (по месту прописки), пришел туда, мне дали заполнить какую-то бумажку и отправили погулять пару часов, пока они что-то там доделывали, потом забрал, то есть грубо говоря я пришел и забрал'}]",Sergei B.,user343314168,3163.0,,,,,2024-07-22T17:22:41,1721661761,"[{'type': 'emoji', 'count': 2, 'emoji': '👀', 'recent': [{'from': 'MashUtka', 'from_id': 'user674536808', 'date': '2024-07-22T17:59:38'}, {'from': 'Misha Avrutskiy', 'from_id': 'user787983282', 'date': '2024-07-22T17:22:41'}]}]",,,,,,,,,,,,,,,,,,
3110,3170,message,2024-07-22T17:23:17,1721661797,,,,,ну как будто бы прям ну оочень малозагруженный мфц у тебя какой-то.. ._.,"[{'type': 'plain', 'text': 'ну как будто бы прям ну оочень малозагруженный мфц у тебя какой-то.. ._.'}]",Misha Avrutskiy,user787983282,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,3171,message,2024-07-22T17:23:28,1721661808,,,,,но сябки,"[{'type': 'plain', 'text': 'но сябки'}]",Misha Avrutskiy,user787983282,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,3172,message,2024-07-22T17:39:14,1721662754,,,,,"ну это было еще 2 года назад, поменяться очень много могло)","[{'type': 'plain', 'text': 'ну это было еще 2 года назад, поменяться очень много могло)'}]",Sergei B.,user343314168,3170.0,,,,,2024-07-22T17:40:11,1721662811,,,,,,,,,,,,,,,,,,,
3115,3175,message,2024-07-26T17:14:57,1722006897,,,,,"Доброго дня,підкажіть будь ласка де в Дегендорфе подаватися на параграф і які потрібні документи для того ?","[{'type': 'plain', 'text': 'Доброго дня,підкажіть будь ласка де в Дегендорфе подаватися на параграф і які потрібні документи для того ?'}]",Іра Шекель,user688992136,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,3176,message,2024-07-26T17:55:12,1722009312,,,,,Параграф - это Aufenthaltstitel?,"[{'type': 'plain', 'text': 'Параграф - это Aufenthaltstitel?'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,3177,message,2024-07-26T17:57:55,1722009475,,,,,Параграф 24 (незнаю як буде німецькою,"[{'type': 'plain', 'text': 'Параграф 24 (незнаю як буде німецькою'}]",Іра Шекель,user688992136,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,3178,message,2024-07-26T17:58:45,1722009525,,,,,"[{'type': 'link', 'text': 'https://maps.app.goo.gl/2wjWiro4cbhCoK129?g_st=ac'}]","[{'type': 'link', 'text': 'https://maps.app.goo.gl/2wjWiro4cbhCoK129?g_st=ac'}]",Никита,user390136193,3175.0,,,,,2024-07-26T17:59:58,1722009598,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Іра Шекель', 'from_id': 'user688992136', 'date': '2024-07-26T17:59:58'}]}]",,,,,,,,,,,,,,,,,,
3119,3179,message,2024-07-26T17:59:59,1722009599,,,,,Які документи потрібні?,"[{'type': 'plain', 'text': 'Які документи потрібні?'}]",Іра Шекель,user688992136,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,3180,message,2024-07-26T18:00:47,1722009647,,,,,"['24 Asyl\n', {'type': 'link', 'text': 'https://www.landkreis-deggendorf.de/leben-arbeiten/auslaenderwesen/asylbewerberwesen/'}]","[{'type': 'plain', 'text': '24 Asyl\n'}, {'type': 'link', 'text': 'https://www.landkreis-deggendorf.de/leben-arbeiten/auslaenderwesen/asylbewerberwesen/'}]",МЖ,user3160908,3177.0,,,,,,,,,,,,,,,,,,,,,,,,,
3121,3181,message,2024-07-26T18:00:50,1722009650,,,,,загран,"[{'type': 'plain', 'text': 'загран'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,3182,message,2024-07-26T18:01:34,1722009694,,,,,"[{'type': 'link', 'text': 'https://www.landkreis-deggendorf.de/aktuelles/plusplusplus-fluechtlinge-plusplusplus/ukraine/aufenthaltsrecht/#:~:text=Nachdem%20die%20Europ%C3%A4ische%20Union%20am,AufenthG'}, ')%20f%C3%BCr%20maximal%20drei%20Jahre.&text=Zus%C3%A4tzlich%20ist%20eine%20Registrierung%20beim%20Landratsamt%20Deggendorf%20notwendig.']","[{'type': 'link', 'text': 'https://www.landkreis-deggendorf.de/aktuelles/plusplusplus-fluechtlinge-plusplusplus/ukraine/aufenthaltsrecht/#:~:text=Nachdem%20die%20Europ%C3%A4ische%20Union%20am,AufenthG'}, {'type': 'plain', 'text': ')%20f%C3%BCr%20maximal%20drei%20Jahre.&text=Zus%C3%A4tzlich%20ist%20eine%20Registrierung%20beim%20Landratsamt%20Deggendorf%20notwendig.'}]",Pavel Levin,user974085988,3179.0,,,,,2024-07-27T08:55:22,1722063322,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Милый Друг', 'from_id': 'user687550967', 'date': '2024-07-27T08:55:22'}]}]",,,,,,,,,,,,,,,,,,
3123,3183,message,2024-07-26T18:04:04,1722009844,,,,,Дуже дякую,"[{'type': 'plain', 'text': 'Дуже дякую'}]",Іра Шекель,user688992136,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,3186,message,2024-08-01T17:03:14,1722524594,,,,,"у кого-нибудь есть Fritzbox лишний на пару часов? мне нужно доказать провайдеру, что ошибка у них, а не у меня","[{'type': 'plain', 'text': 'у кого-нибудь есть Fritzbox лишний на пару часов? мне нужно доказать провайдеру, что ошибка у них, а не у меня'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,3188,message,2024-08-02T18:10:27,1722615027,,,,,"Еду в Мелитополь.Ищу попутчика с правами категории Б.Нужно сесть за руль,поездка бесплатно","[{'type': 'plain', 'text': 'Еду в Мелитополь.Ищу попутчика с правами категории Б.Нужно сесть за руль,поездка бесплатно'}]",Viktoria,user5337592534,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,3190,message,2024-08-03T23:57:33,1722722253,,,,,"Всем привет, не давно переехал в Деггендорф, может у кого то есть желание познакомиться, пообщаться, погулять?","[{'type': 'plain', 'text': 'Всем привет, не давно переехал в Деггендорф, может у кого то есть желание познакомиться, пообщаться, погулять?'}]",Александр,user736465371,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,3191,message,2024-08-04T11:13:10,1722762790,,,,,"Привет, ты тоже студент?","[{'type': 'plain', 'text': 'Привет, ты тоже студент?'}]",Pavel Levin,user974085988,3190.0,,,,,,,,,,,,,,,,,,,,,,,,,
3132,3192,message,2024-08-04T11:14:47,1722762887,,,,,"Привет, нет","[{'type': 'plain', 'text': 'Привет, нет'}]",Александр,user736465371,3191.0,,,,,,,,,,,,,,,,,,,,,,,,,
3134,3195,message,2024-08-05T12:52:07,1722855127,,,,,Охуеть,"[{'type': 'plain', 'text': 'Охуеть'}]",Andrei🗿 Андрей,user824231521,,,,,,2024-08-05T13:00:37,1722855637,"[{'type': 'emoji', 'count': 1, 'emoji': '🤣', 'recent': [{'from': 'Влда Черный', 'from_id': 'user441013218', 'date': '2024-08-05T13:00:37'}]}]",,,,,,,,,,,,,,,,,,
3135,3196,message,2024-08-05T16:45:52,1722869152,,,,,Можно пятым?,"[{'type': 'plain', 'text': 'Можно пятым?'}]",Aza Natürlich,user1197228025,3194.0,,,,,,,,,,,,,,,,,,,,,,,,,
3136,3197,message,2024-08-05T16:54:53,1722869693,,,,,надеюсь речь о подработке на алее красных фонарей,"[{'type': 'plain', 'text': 'надеюсь речь о подработке на алее красных фонарей'}]",Никита,user390136193,3196.0,,,,,,,,,,,,,,,,,,,,,,,,,
3137,3198,message,2024-08-05T17:04:54,1722870294,,,,,🤙🤙🤙,"[{'type': 'plain', 'text': '🤙🤙🤙'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,3199,message,2024-08-05T17:16:56,1722871016,,,,,,[],серсологиня,user497416821,,,,512.0,512.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webp,14278.0,(File not included. Change data exporting settings to download.),8964.0,image/webp,,,sticker,🤩,,,,,,
3139,3200,message,2024-08-05T17:52:38,1722873158,,,,,я буду первым твоим клиентом,"[{'type': 'plain', 'text': 'я буду первым твоим клиентом'}]",Саничка,user224067848,3197.0,,,,,,,,,,,,,,,,,,,,,,,,,
3140,3201,message,2024-08-05T17:53:12,1722873192,,,,,"то, что я и хотел услышать, милый","[{'type': 'plain', 'text': 'то, что я и хотел услышать, милый'}]",Никита,user390136193,3200.0,,,,,,,,,,,,,,,,,,,,,,,,,
3141,3202,message,2024-08-05T17:53:34,1722873214,,,,,,[],Саничка,user224067848,3201.0,,,512.0,512.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webp,12290.0,(File not included. Change data exporting settings to download.),7414.0,image/webp,,,sticker,👍,,,,,,
3142,3203,message,2024-08-05T17:53:45,1722873225,,,,,"my honest reaction, когда я приду к никитосу","[{'type': 'plain', 'text': 'my honest reaction, когда я приду к никитосу'}]",Саничка,user224067848,,,,,,2024-08-05T18:00:47,1722873647,"[{'type': 'emoji', 'count': 1, 'emoji': '😎', 'recent': [{'from': 'серсологиня', 'from_id': 'user497416821', 'date': '2024-08-05T18:00:47'}]}]",,,,,,,,,,,,,,,,,,
3143,3204,message,2024-08-05T17:54:20,1722873260,,,,,,[],Никита,user390136193,3203.0,,,512.0,512.0,2024-08-06T02:58:27,1722905907,,,,(File not included. Change data exporting settings to download.),sticker.webp,16540.0,(File not included. Change data exporting settings to download.),9326.0,image/webp,,,sticker,🥺,,,,,,
3144,3205,message,2024-08-06T20:15:16,1722968116,,,,,"Ребят, кто то из вас покупал билеты на футбольные матчи? Билеты на матч раскупили, как это работает в Германии? Есть ли какая то площадка перкупов и тд","[{'type': 'plain', 'text': 'Ребят, кто то из вас покупал билеты на футбольные матчи? Билеты на матч раскупили, как это работает в Германии? Есть ли какая то площадка перкупов и тд'}]",Милый Друг,user687550967,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,3206,message,2024-08-06T20:29:08,1722968948,,,,,"как правило, у входа на стадион можно найти перекупов","[{'type': 'plain', 'text': 'как правило, у входа на стадион можно найти перекупов'}]",Саничка,user224067848,3205.0,,,,,,,,,,,,,,,,,,,,,,,,,
3146,3207,message,2024-08-06T20:41:03,1722969663,,,,,Какую игру тебе надо ?,"[{'type': 'plain', 'text': 'Какую игру тебе надо ?'}]",⚫️🔴🟡,user770639727,3205.0,,,,,,,,,,,,,,,,,,,,,,,,,
3147,3208,message,2024-08-06T20:57:11,1722970631,,,,,"['FC Bayern München vs SC Freiburg Альянц Арена Munich на Вс 01 сен 2024 <span class=""go_disclaimer""> - Время/дата еще не подтверждены</span> - viagogo\n', {'type': 'link', 'text': 'https://www.viagogo.com/ru/Sports-Tickets/Football/FC-Bayern-Munchen-Bilet/E-154375153'}, '']","[{'type': 'plain', 'text': 'FC Bayern München vs SC Freiburg Альянц Арена Munich на Вс 01 сен 2024 <span class=""go_disclaimer""> - Время/дата еще не подтверждены</span> - viagogo\n'}, {'type': 'link', 'text': 'https://www.viagogo.com/ru/Sports-Tickets/Football/FC-Bayern-Munchen-Bilet/E-154375153'}, {'type': 'plain', 'text': ''}]",Милый Друг,user687550967,3207.0,,,,,,,,,,,,,,,,,,,,,,,,,
3148,3209,message,2024-08-06T20:58:16,1722970696,,,,,Зачем тебе так трудится Перед Матцом 2 часа стой возле стадиона найдешь билет ),"[{'type': 'plain', 'text': 'Зачем тебе так трудится Перед Матцом 2 часа стой возле стадиона найдешь билет )'}]",⚫️🔴🟡,user770639727,3208.0,,,,,,,,,,,,,,,,,,,,,,,,,
3149,3210,message,2024-08-06T21:02:21,1722970941,,,,,"Хах, так надо 4 билета, 2 из которых детям(братья), так что...надо попахать","[{'type': 'plain', 'text': 'Хах, так надо 4 билета, 2 из которых детям(братья), так что...надо попахать'}]",Милый Друг,user687550967,3209.0,,,,,,,,,,,,,,,,,,,,,,,,,
3150,3211,message,2024-08-06T21:03:00,1722970980,,,,,у меня бывает билет и если попадет руках то сообщу,"[{'type': 'plain', 'text': 'у меня бывает билет и если попадет руках то сообщу'}]",⚫️🔴🟡,user770639727,3210.0,,,,,,,,,,,,,,,,,,,,,,,,,
3151,3212,message,2024-08-06T21:03:16,1722970996,,,,,Спасибо! Буду благодарен,"[{'type': 'plain', 'text': 'Спасибо! Буду благодарен'}]",Милый Друг,user687550967,3211.0,,,,,,,,,,,,,,,,,,,,,,,,,
3152,3213,message,2024-08-06T21:04:10,1722971050,,,,,А так возле стадиона стой и можеш по базарит с арабами тоже,"[{'type': 'plain', 'text': 'А так возле стадиона стой и можеш по базарит с арабами тоже'}]",⚫️🔴🟡,user770639727,3212.0,,,,,,,,,,,,,,,,,,,,,,,,,
3153,3214,message,2024-08-08T19:57:04,1723139824,,,,,"Ребята, за сколько можно подаваться на продление ВНЖ? за 4 недели, или можно пораньше?","[{'type': 'plain', 'text': 'Ребята, за сколько можно подаваться на продление ВНЖ? за 4 недели, или можно пораньше?'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,3215,message,2024-08-08T20:10:11,1723140611,,,,,"Если очень вежливо попроситься в письме, упомянув мол у тебя поездка куда-то, то можно и за 3 месяца","[{'type': 'plain', 'text': 'Если очень вежливо попроситься в письме, упомянув мол у тебя поездка куда-то, то можно и за 3 месяца'}]",Misha Avrutskiy,user787983282,,,,,,,,,,,,,,,,,,,,,,,,,,
